Folio,Nivel de estudios,Campus,Área,Actividad,Fecha,ID,Clasificación,Región,Reincidencia,Programa,Semestre
R1017,Monster University,Wonderland,Bienestar,Experimento,26/07/2023 00:00,A000207,Plagio,Centro,No,GAMMA,9
R1018,Monster University,Wonderland,Bienestar,Experimento,27/07/2023 00:00,A000208,Plagio,Centro,No,DELTA,3
R1019,Monster University,Wonderland,Bienestar,Experimento,28/07/2023 00:00,A000209,Plagio,Centro,No,EPSILON,9
R1020,Monster University,Wonderland,Bienestar,Experimento,29/07/2023 00:00,A000210,Plagio,Centro,Sí,DSETA,9
R1021,High School Musical,Wonderland,Sociología,Experimento,30/07/2023 00:00,A000211,Plagio,Centro,No,ETA,9
R1022,Monster University,Wonderland,Bienestar,Experimento,31/07/2023 00:00,A000212,Plagio,Centro,No,ETA,1
R1023,Monster University,Distrito 13,Bienestar,Examen diagnóstico,01/08/2023 00:00,A000213,Copia en exámenes,Centro,Sí,KAPPA,2
R1024,Monster University,Distrito 13,Bienestar,Examen diagnóstico,02/08/2023 00:00,A000214,Copia en exámenes,Centro,No,LAMBDA,3
R1025,High School Musical,El País de Nunca Jamás,Sociología,Experimento,03/08/2023 00:00,A000215,Copia en exámenes,Sur,No,OMICRON,4
R1026,Monster University,Distrito 13,Bienestar,Estudio,04/08/2023 00:00,A000216,Otra,Centro,No,PI,5
R1027,High School Musical,Wonderland,Sociología,Examen diagnóstico,05/08/2023 00:00,A000217,Plagio,Centro,No,SIGMA,4
R1028,High School Musical,Distrito 13,Sociología,Prototipo,06/08/2023 00:00,A000218,Plagio,Centro,Sí,OMEGA,5
R1029,High School Musical,Distrito 13,Sociología,Examen diagnóstico,07/08/2023 00:00,A000219,Copia en exámenes,Centro,Sí,JI,6
R1030,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,08/08/2023 00:00,A000220,Copia en exámenes,Centro,No,PHI,2
R1031,Monster University,Genovia,Bienestar,Estudio,09/08/2023 00:00,A000221,Intercambio de tareas en línea,Norte,Sí,ETA,3
R1032,High School Musical,Wonderland,Sociología,Examen diagnóstico,10/08/2023 00:00,A000222,Copia en exámenes,Centro,No,KAPPA,4
R1033,High School Musical,Wonderland,Sociología,Examen diagnóstico,11/08/2023 00:00,A000223,Copia en exámenes,Centro,Sí,LAMBDA,5
R1034,High School Musical,Wonderland,Sociología,Examen diagnóstico,12/08/2023 00:00,A000224,Copia en exámenes,Centro,No,OMICRON,6
R1035,High School Musical,Wonderland,Sociología,Examen diagnóstico,13/08/2023 00:00,A000225,Copia en exámenes,Centro,No,PI,1
R1036,High School Musical,Wonderland,Sociología,Examen diagnóstico,14/08/2023 00:00,A000226,Copia en exámenes,Centro,No,SIGMA,9
R1037,High School Musical,Wonderland,Sociología,Examen diagnóstico,15/08/2023 00:00,A000227,Copia en exámenes,Centro,No,OMEGA,3
R1038,High School Musical,Pandora,Sociología,Prototipo,16/08/2023 00:00,A000228,Plagio,Norte,No,JI,4
R1039,High School Musical,Pandora,Sociología,Prototipo,17/08/2023 00:00,A000229,Plagio,Norte,Sí,PHI,5
R1040,High School Musical,Pandora,Sociología,Prototipo,18/08/2023 00:00,A000230,Plagio,Norte,No,ALPHA,6
R1041,High School Musical,Pandora,Sociología,Prototipo,19/08/2023 00:00,A000231,Plagio,Norte,No,BETA,1
R1042,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,20/08/2023 00:00,A000232,Copia en exámenes,Centro,Sí,BETA,2
R1043,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,21/08/2023 00:00,A000233,Copia en exámenes,Centro,No,GAMMA,3
R1044,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,22/08/2023 00:00,A000234,Copia en exámenes,Centro,No,DELTA,4
R1045,Monster University,Distrito 13,Ingeniería,Examen diagnóstico,23/08/2023 00:00,A000235,Copia en exámenes,Centro,No,ETA,5
R1046,Monster University,Wonderland,Arquitectura,Prototipo,24/08/2023 00:00,A000236,Plagio,Centro,No,KAPPA,4
R1047,Monster University,Genovia,Ingeniería,Examen diagnóstico,25/08/2023 00:00,A000237,Copia en exámenes,Norte,Sí,LAMBDA,5
R1048,Monster University,Wonderland,Ingeniería,Examen diagnóstico,26/08/2023 00:00,A000238,Copia en exámenes,Centro,Sí,OMICRON,6
R1049,Monster University,Genovia,Arquitectura,Examen diagnóstico,27/08/2023 00:00,A000239,Copia en exámenes,Norte,No,PI,2
R1050,Monster University,Wonderland,Ingeniería,Examen diagnóstico,28/08/2023 00:00,A000240,Copia en exámenes,Centro,Sí,SIGMA,3
R1051,Monster University,Genovia,Ingeniería,Examen diagnóstico,29/08/2023 00:00,A000241,Copia en exámenes,Norte,No,OMEGA,4
R1052,Monster University,Distrito 13,Bienestar,Estudio,30/08/2023 00:00,A000242,Colusión,Centro,Sí,JI,5
R1053,Monster University,Distrito 13,Bienestar,Estudio,31/08/2023 00:00,A000243,Colusión,Centro,No,PHI,6
R1054,High School Musical,El País de Nunca Jamás,Sociología,Estudio,01/09/2023 00:00,A000244,Plagio,Norte,No,ETA,1
R1055,High School Musical,Pizza Planeta,Sociología,Examen diagnóstico,02/09/2023 00:00,A000245,Copia en exámenes,Sur,No,KAPPA,2
R1056,High School Musical,Springfield,Sociología,Experimento,03/09/2023 00:00,A000246,Plagio,Centro,No,LAMBDA,3
R1057,High School Musical,Springfield,Sociología,Estudio,04/09/2023 00:00,A000247,Plagio,Centro,No,OMICRON,4
R1058,Monster University,Genovia,Arquitectura,Examen diagnóstico,05/09/2023 00:00,A000248,Distribución de exámenes,Norte,Sí,TAU,5
R1059,Monster University,Genovia,Arquitectura,Examen diagnóstico,06/09/2023 00:00,A000249,Copia en exámenes,Norte,No,PSI,4
R1060,High School Musical,Springfield,Sociología,Estudio,07/09/2023 00:00,A000250,Plagio,Norte,No,RHO,5
R1061,High School Musical,Springfield,Sociología,Estudio,08/09/2023 00:00,A000251,Plagio,Norte,Sí,PI,6
R1062,High School Musical,Springfield,Sociología,Prototipo,09/09/2023 00:00,A000252,Plagio,Centro,No,MU,2
R1063,High School Musical,Springfield,Sociología,Prototipo,10/09/2023 00:00,A000253,Plagio,Centro,No,IOTA,3
R1064,Monster University,Distrito 13,Bienestar,Prototipo,11/09/2023 00:00,A000254,Plagio,Centro,No,TAU,4
R1065,High School Musical,Springfield,Sociología,Examen diagnóstico,12/09/2023 00:00,A000255,Copia en exámenes,Centro,No,PSI,5
R1066,High School Musical,Springfield,Sociología,Examen diagnóstico,13/09/2023 00:00,A000256,Copia en exámenes,Centro,Sí,RHO,6
R1067,High School Musical,Springfield,Sociología,Examen diagnóstico,14/09/2023 00:00,A000257,Copia en exámenes,Centro,Sí,PI,1
R1068,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,15/09/2023 00:00,A000258,Copia en exámenes,Centro,No,MU,2
R1069,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,16/09/2023 00:00,A000259,Copia en exámenes,Centro,Sí,IOTA,3
R1070,High School Musical,"Muy, muy lejano",Sociología,Examen diagnóstico,17/09/2023 00:00,A000260,Copia en exámenes,Centro,No,ETA,4
R1071,Monster University,El País de Nunca Jamás,Bienestar,Experimento,18/09/2023 00:00,A000261,Soborno,Sur,Sí,KAPPA,5
R1072,Monster University,Hogwarts,Bienestar,Estudio,19/09/2023 00:00,A000262,Colusión,Centro,No,LAMBDA,4
R1073,Monster University,Hogwarts,Bienestar,Estudio,20/09/2023 00:00,A000263,Colusión,Centro,No,OMICRON,5
R1074,High School Musical,El País de Nunca Jamás,Sociología,Examen diagnóstico,21/09/2023 00:00,A000264,Copia en exámenes,Norte,No,TAU,6
R1075,Monster University,Genovia,Arquitectura,Examen diagnóstico,22/09/2023 00:00,A000265,Colusión,Norte,No,PSI,2
R1076,High School Musical,Pizza Planeta,Sociología,Experimento,23/09/2023 00:00,A000266,Copia en exámenes,Sur,No,RHO,3
R1077,High School Musical,Pizza Planeta,Sociología,Experimento,24/09/2023 00:00,A000267,Copia en exámenes,Sur,Sí,PI,4
R1078,High School Musical,Pizza Planeta,Sociología,Experimento,25/09/2023 00:00,A000268,Copia en exámenes,Sur,No,MU,5
R1079,High School Musical,Pizza Planeta,Sociología,Experimento,26/09/2023 00:00,A000269,Copia en exámenes,Sur,No,MU,6
R1080,High School Musical,Pizza Planeta,Sociología,Prototipo,27/09/2023 00:00,A000270,Plagio,Sur,Sí,MU,1
R1081,Kindergardiano,Narnia,Sociología,Examen nivelador,01/01/2023 00:00,A000001,Copia en exámenes,Centro,Sí,ALPHA,1
R1082,La Secu,Distrito 13,Sociología,Estudio,02/01/2023 00:00,A000002,Colusión,Centro,No,ALPHA,2
R1083,La Secu,Narnia,Sociología,Examen nivelador,03/01/2023 00:00,A000003,Copia en exámenes,Centro,No,ALPHA,3
R1084,La Secu,Narnia,Sociología,Examen nivelador,04/01/2023 00:00,A000004,Copia en exámenes,Centro,Sí,BETA,4
R1085,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,05/01/2023 00:00,A000005,Copia en exámenes,Centro,No,BETA,5
R1086,La Secu,Narnia,Sociología,Estudio,06/01/2023 00:00,A000006,Plagio,Centro,No,GAMMA,6
R1087,Big Bang Theory,Pizza Planeta,Diseños,Prototipo,07/01/2023 00:00,A000007,Plagio,Sur,No,DELTA,1
R1088,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,08/01/2023 00:00,A000008,Copia en exámenes,Sur,No,EPSILON,2
R1089,Kindergardiano,Pizza Planeta,Arquitectura,Examen nivelador,09/01/2023 00:00,A000009,Copia en exámenes,Sur,Sí,DSETA,3
R1090,Big Bang Theory,Pizza Planeta,Diseños,Estudio,10/01/2023 00:00,A000010,Otra,Sur,Sí,ETA,4
R1091,Big Bang Theory,Narnia,Arquitectura,Experimento,11/01/2023 00:00,A000011,Suplantación de identidad,Centro,No,ETA,5
R1092,La Secu,Pandora,Sociología,Experimento,12/01/2023 00:00,A000012,Otra,Norte,Sí,KAPPA,6
R1093,Big Bang Theory,Pizza Planeta,Bienestar,Experimento,13/01/2023 00:00,A000013,Intercambio de tareas en línea,Sur,No,LAMBDA,1
R1094,Big Bang Theory,Pizza Planeta,Bienestar,Examen nivelador,14/01/2023 00:00,A000014,Copia en exámenes,Sur,Sí,OMICRON,2
R1095,Big Bang Theory,Pandora,Bienestar,Estudio,15/01/2023 00:00,A000015,Plagio,Norte,No,PI,3
R1096,La Secu,Narnia,Sociología,Estudio,16/01/2023 00:00,A000016,Plagio,Centro,No,SIGMA,4
R1097,La Secu,Pandora,Sociología,Experimento,17/01/2023 00:00,A000017,Copia en exámenes,Norte,No,OMEGA,5
R1098,La Secu,Pandora,Sociología,Experimento,18/01/2023 00:00,A000018,Copia en exámenes,Norte,No,JI,7
R1099,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,19/01/2023 00:00,A000019,Copia en exámenes,Norte,No,PHI,1
R1100,Big Bang Theory,Rarotonga,Bienestar,Examen nivelador,20/01/2023 00:00,A000020,Copia en exámenes,Norte,Sí,ETA,2
R1101,Big Bang Theory,Pizza Planeta,Bienestar,Estudio,21/01/2023 00:00,A000021,Copia en exámenes,Sur,No,KAPPA,3
R1102,Big Bang Theory,Wonderland,Arquitectura,Estudio,22/01/2023 00:00,A000022,Plagio,Centro,No,LAMBDA,4
R1103,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,23/01/2023 00:00,A000023,Copia en exámenes,Centro,Sí,OMICRON,7
R1104,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,24/01/2023 00:00,A000024,Copia en exámenes,Sur,No,PI,6
R1105,Big Bang Theory,Pizza Planeta,Arquitectura,Experimento,25/01/2023 00:00,A000025,Otra,Sur,No,SIGMA,1
R1106,La Secu,Rarotonga,Sociología,Prototipo,26/01/2023 00:00,A000026,Plagio,Norte,No,OMEGA,2
R1107,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,27/01/2023 00:00,A000027,Copia en exámenes,Centro,No,JI,3
R1108,Big Bang Theory,Narnia,Arquitectura,Examen nivelador,28/01/2023 00:00,A000028,Copia en exámenes,Centro,Sí,PHI,4
R1109,La Secu,Wonderland,Sociología,Examen nivelador,29/01/2023 00:00,A000029,Copia en exámenes,Centro,Sí,ALPHA,7
R1110,La Secu,Wonderland,Sociología,Examen nivelador,30/01/2023 00:00,A000030,Copia en exámenes,Centro,No,BETA,6
R1111,La Secu,Wonderland,Sociología,Examen nivelador,31/01/2023 00:00,A000031,Copia en exámenes,Centro,Sí,BETA,1
R1112,La Secu,Wonderland,Sociología,Examen nivelador,01/02/2023 00:00,A000032,Copia en exámenes,Centro,No,GAMMA,2
R1113,La Secu,Wonderland,Sociología,Examen nivelador,02/02/2023 00:00,A000033,Copia en exámenes,Centro,Sí,DELTA,3
R1114,La Secu,Wonderland,Sociología,Examen nivelador,03/02/2023 00:00,A000034,Copia en exámenes,Centro,No,ETA,7
R1115,La Secu,Wonderland,Sociología,Examen nivelador,04/02/2023 00:00,A000035,Copia en exámenes,Centro,No,KAPPA,5
R1116,Big Bang Theory,El País de Nunca Jamás,Bienestar,Estudio,05/02/2023 00:00,A000036,Plagio,Sur,No,LAMBDA,6
R1117,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,06/02/2023 00:00,A000037,Copia en exámenes,Centro,No,OMICRON,1
R1118,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,07/02/2023 00:00,A000038,Copia en exámenes,Norte,No,PI,7
R1119,Big Bang Theory,"Muy, muy lejano",Arquitectura,Examen nivelador,08/02/2023 00:00,A000039,Copia en exámenes,Norte,Sí,SIGMA,3
R1120,La Secu,El País de Nunca Jamás,Sociología,Experimento,09/02/2023 00:00,A000040,Plagio,Sur,No,OMEGA,4
R1121,La Secu,El País de Nunca Jamás,Sociología,Prototipo,10/02/2023 00:00,A000041,Plagio,Sur,No,JI,5
R1122,Big Bang Theory,Wonderland,Diseños,Examen nivelador,11/02/2023 00:00,A000042,Otra,Centro,Sí,PHI,6
R1123,La Secu,Pandora,Sociología,Estudio,12/02/2023 00:00,A000043,Plagio,Norte,No,ETA,2
R1124,La Secu,Pandora,Sociología,Examen nivelador,13/02/2023 00:00,A000044,Otra,Norte,No,KAPPA,7
R1125,La Secu,Hogwarts,Sociología,Prototipo,14/02/2023 00:00,A000045,Plagio,Centro,No,LAMBDA,4
R1126,La Secu,Pandora,Sociología,Prototipo,15/02/2023 00:00,A000046,Plagio,Norte,No,OMICRON,5
R1127,La Secu,Hogwarts,Sociología,Prototipo,16/02/2023 00:00,A000047,Plagio,Centro,Sí,TAU,6
R1128,Big Bang Theory,Wonderland,Negocios,Estudio,17/02/2023 00:00,A000048,Plagio,Centro,Sí,PSI,1
R1129,Big Bang Theory,Wonderland,Negocios,Estudio,18/02/2023 00:00,A000049,Plagio,Centro,No,RHO,2
R1130,La Secu,Rarotonga,Sociología,Estudio,19/02/2023 00:00,A000050,Plagio,Norte,Sí,PI,7
R1131,Big Bang Theory,Genovia,Arquitectura,Examen nivelador,20/02/2023 00:00,A000051,Colusión,Norte,No,MU,4
R1132,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,21/02/2023 00:00,A000052,Copia en exámenes,Centro,Sí,IOTA,5
R1133,Big Bang Theory,Narnia,Ingeniería,Estudio,22/02/2023 00:00,A000053,Plagio,Centro,No,TAU,6
R1134,Big Bang Theory,Wonderland,Arquitectura,Prototipo,23/02/2023 00:00,A000054,Plagio,Centro,No,PSI,2
R1135,La Secu,Rarotonga,Sociología,Prototipo,24/02/2023 00:00,A000055,Intercambio de tareas en línea,Norte,No,RHO,3
R1136,La Secu,Rarotonga,Sociología,Prototipo,25/02/2023 00:00,A000056,Intercambio de tareas en línea,Norte,No,PI,7
R1137,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,26/02/2023 00:00,A000057,Copia en exámenes,Centro,No,MU,5
R1138,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,27/02/2023 00:00,A000058,Copia en exámenes,Centro,Sí,IOTA,6
R1139,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,28/02/2023 00:00,A000059,Copia en exámenes,Centro,No,ETA,1
R1140,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,01/03/2023 00:00,A000060,Copia en exámenes,Centro,No,KAPPA,2
R1141,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,02/03/2023 00:00,A000061,Copia en exámenes,Centro,Sí,LAMBDA,7
R1142,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,03/03/2023 00:00,A000062,Copia en exámenes,Centro,No,OMICRON,4
R1143,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,04/03/2023 00:00,A000063,Copia en exámenes,Centro,No,TAU,5
R1144,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,05/03/2023 00:00,A000064,Colusión,Norte,No,PSI,6
R1145,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,06/03/2023 00:00,A000065,Copia en exámenes,Norte,No,RHO,2
R1146,Big Bang Theory,"Muy, muy lejano",Negocios,Estudio,07/03/2023 00:00,A000066,Colusión,Norte,Sí,PI,3
R1147,Big Bang Theory,Wonderland,Negocios,Estudio,08/03/2023 00:00,A000067,Plagio,Centro,Sí,MU,4
R1148,Big Bang Theory,Narnia,Negocios,Estudio,09/03/2023 00:00,A000068,Colusión,Centro,No,ALPHA,7
R1149,Big Bang Theory,Genovia,Ingeniería,Estudio,10/03/2023 00:00,A000069,Plagio,Norte,Sí,ALPHA,6
R1150,Big Bang Theory,Genovia,Ingeniería,Estudio,11/03/2023 00:00,A000070,Plagio,Norte,No,ALPHA,1
R1151,Big Bang Theory,Genovia,Ingeniería,Estudio,12/03/2023 00:00,A000071,Plagio,Norte,Sí,BETA,2
R1152,Big Bang Theory,Genovia,Ingeniería,Estudio,13/03/2023 00:00,A000072,Plagio,Norte,No,BETA,3
R1153,Big Bang Theory,Genovia,Diseños,Examen nivelador,14/03/2023 00:00,A000073,Copia en exámenes,Norte,No,GAMMA,4
R1154,Big Bang Theory,El País de Nunca Jamás,Ingeniería,Examen nivelador,15/03/2023 00:00,A000074,Plagio,Sur,No,DELTA,7
R1155,Big Bang Theory,Genovia,Negocios,Prototipo,16/03/2023 00:00,A000075,Plagio,Norte,No,EPSILON,6
R1156,Big Bang Theory,Genovia,Negocios,Prototipo,17/03/2023 00:00,A000076,Plagio,Norte,No,DSETA,2
R1157,Big Bang Theory,Genovia,Ingeniería,Estudio,18/03/2023 00:00,A000077,Plagio,Norte,Sí,ETA,3
R1158,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,19/03/2023 00:00,A000078,Copia en exámenes,Centro,No,ETA,4
R1159,Big Bang Theory,Wonderland,Arquitectura,Examen nivelador,20/03/2023 00:00,A000079,Copia en exámenes,Centro,No,KAPPA,7
R1160,La Secu,Genovia,Sociología,Estudio,21/03/2023 00:00,A000080,Plagio,Norte,Sí,LAMBDA,2
R1161,Big Bang Theory,Genovia,Negocios,Examen nivelador,22/03/2023 00:00,A000081,Copia en exámenes,Norte,No,OMICRON,3
R1162,La Secu,Ciudad Gótica,Sociología,Examen nivelador,23/03/2023 00:00,A000082,Copia en exámenes,Sur,No,PI,4
R1163,Big Bang Theory,Genovia,Negocios,Examen nivelador,24/03/2023 00:00,A000083,Copia en exámenes,Norte,No,SIGMA,5
R1164,Big Bang Theory,Genovia,Negocios,Examen nivelador,25/03/2023 00:00,A000084,Copia en exámenes,Norte,No,OMEGA,6
R1165,Big Bang Theory,Genovia,Negocios,Estudio,26/03/2023 00:00,A000085,Plagio,Norte,Sí,JI,1
R1166,Big Bang Theory,Genovia,Negocios,Examen nivelador,27/03/2023 00:00,A000086,Copia en exámenes,Norte,Sí,PHI,2
R1167,Big Bang Theory,Genovia,Negocios,Experimento,28/03/2023 00:00,A000087,Copia en exámenes,Norte,No,ETA,3
R1168,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,29/03/2023 00:00,A000088,Copia en exámenes,Sur,Sí,KAPPA,4
R1169,Big Bang Theory,Parque Jurásico,Arquitectura,Examen nivelador,30/03/2023 00:00,A000089,Distribución de exámenes,Sur,No,LAMBDA,7
R1170,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,31/03/2023 00:00,A000090,Copia en exámenes,Sur,Sí,OMICRON,8
R1171,Big Bang Theory,El País de Nunca Jamás,Arquitectura,Prototipo,01/04/2023 00:00,A000091,Plagio,Sur,No,PI,2
R1172,La Secu,Ciudad Gótica,Sociología,Examen regulador,02/04/2023 00:00,A000092,Copia en exámenes,Sur,No,SIGMA,3
R1173,Big Bang Theory,Genovia,Negocios,Examen regulador,03/04/2023 00:00,A000093,Distribución de exámenes,Norte,No,OMEGA,4
R1174,La Secu,Ciudad Gótica,Sociología,Examen regulador,04/04/2023 00:00,A000094,Copia en exámenes,Sur,No,JI,5
R1175,La Secu,Ciudad Gótica,Sociología,Examen regulador,05/04/2023 00:00,A000095,Copia en exámenes,Sur,No,PHI,5
R1176,La Secu,Ciudad Gótica,Sociología,Examen regulador,06/04/2023 00:00,A000096,Copia en exámenes,Sur,Sí,ALPHA,6
R1177,La Secu,"Muy, muy lejano",Sociología,Examen regulador,07/04/2023 00:00,A000097,Colusión,Norte,No,BETA,2
R1178,La Secu,Ciudad Gótica,Sociología,Examen regulador,08/04/2023 00:00,A000098,Copia en exámenes,Sur,No,BETA,3
R1179,La Secu,Wonderland,Sociología,Examen regulador,09/04/2023 00:00,A000099,Intercambio de tareas en línea,Centro,Sí,GAMMA,4
R1180,Big Bang Theory,Parque Jurásico,Arquitectura,Examen regulador,10/04/2023 00:00,A000100,Copia en exámenes,Sur,No,DELTA,5
R1181,La Secu,Wonderland,Sociología,Examen regulador,11/04/2023 00:00,A000101,Intercambio de tareas en línea,Centro,No,ETA,8
R1182,La Secu,Springfield,Sociología,Experimento,12/04/2023 00:00,A000102,Plagio,Centro,No,KAPPA,6
R1183,La Secu,Springfield,Sociología,Experimento,13/04/2023 00:00,A000103,Plagio,Centro,No,LAMBDA,2
R1184,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,14/04/2023 00:00,A000104,Plagio,Sur,Sí,OMICRON,3
R1185,Monster University,El País de Nunca Jamás,Arquitectura,Experimento,15/04/2023 00:00,A000105,Otra,Sur,Sí,PI,4
R1186,La Secu,Ciudad Gótica,Sociología,Examen regulador,16/04/2023 00:00,A000106,Copia en exámenes,Norte,No,SIGMA,5
R1187,La Secu,Pandora,Sociología,Examen regulador,17/04/2023 00:00,A000107,Copia en exámenes,Norte,Sí,OMEGA,5
R1188,Monster University,Genovia,Arquitectura,Examen regulador,18/04/2023 00:00,A000108,Copia en exámenes,Norte,No,JI,6
R1189,Monster University,Genovia,Ingeniería,Examen regulador,19/04/2023 00:00,A000109,Copia en exámenes,Norte,Sí,PHI,2
R1190,Monster University,Genovia,Diseños,Examen regulador,20/04/2023 00:00,A000110,Copia en exámenes,Norte,No,ETA,3
R1191,Monster University,Genovia,Ingeniería,Examen regulador,21/04/2023 00:00,A000111,Copia en exámenes,Norte,No,KAPPA,4
R1192,Monster University,Genovia,Educación,Examen regulador,22/04/2023 00:00,A000112,Copia en exámenes,Norte,No,LAMBDA,8
R1193,Monster University,Genovia,Negocios,Examen regulador,23/04/2023 00:00,A000113,Copia en exámenes,Norte,No,OMICRON,8
R1194,Monster University,Genovia,Arquitectura,Examen regulador,24/04/2023 00:00,A000114,Copia en exámenes,Norte,No,TAU,6
R1195,Monster University,Genovia,Ingeniería,Examen regulador,25/04/2023 00:00,A000115,Copia en exámenes,Norte,Sí,PSI,2
